Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"GRK5","G Protein-Coupled Receptor Kinase 5","Protein Coding","41","GC10P119207","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK5"
"KHDRBS1","KH RNA Binding Domain Containing, Signal Transduction Associated 1","Protein Coding","41","GC01P032013","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KHDRBS1"
"KLF10","Kruppel Like Factor 10","Protein Coding","41","GC08M102648","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF10"
"LY96","Lymphocyte Antigen 96","Protein Coding","41","GC08P073991","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LY96"
"NPPC","Natriuretic Peptide C","Protein Coding","41","GC02M231921","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPPC"
"PCBP1","Poly(RC) Binding Protein 1","Protein Coding","41","GC02P070087","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP1"
"PLA2G2D","Phospholipase A2 Group IID","Protein Coding","41","GC01M020111","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G2D"
"S100A6","S100 Calcium Binding Protein A6","Protein Coding","41","GC01M153559","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A6"
"SPRY1","Sprouty RTK Signaling Antagonist 1","Protein Coding","41","GC04P123396","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRY1"
"STAB1","Stabilin 1","Protein Coding","41","GC03P052495","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAB1"
"ASRGL1","Asparaginase And Isoaspartyl Peptidase 1","Protein Coding","40","GC11P062337","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASRGL1"
"BCL3","BCL3 Transcription Coactivator","Protein Coding","40","GC19P044747","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL3"
"CLCF1","Cardiotrophin Like Cytokine Factor 1","Protein Coding","40","GC11M067364","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCF1"
"IVNS1ABP","Influenza Virus NS1A Binding Protein","Protein Coding","40","GC01M185306","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IVNS1ABP"
"LPXN","Leupaxin","Protein Coding","40","GC11M089460","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPXN"
"MRC1","Mannose Receptor C-Type 1","Protein Coding","40","GC10P017809","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRC1"
"SCUBE2","Signal Peptide, CUB Domain And EGF Like Domain Containing 2","Protein Coding","40","GC11M009019","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCUBE2"
"TREX1","Three Prime Repair Exonuclease 1","Protein Coding","40","GC03P048977","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREX1"
"FUT1","Fucosyltransferase 1 (H Blood Group)","Protein Coding","39","GC19M048748","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT1"
"G3BP1","G3BP Stress Granule Assembly Factor 1","Protein Coding","39","GC05P151771","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G3BP1"
"IRAK2","Interleukin 1 Receptor Associated Kinase 2","Protein Coding","39","GC03P012457","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAK2"
"KIR3DL1","Killer Cell Immunoglobulin Like Receptor, Three Ig Domains And Long Cytoplasmic Tail 1","Protein Coding","39","GC19P067384","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR3DL1"
"MRE11","MRE11 Homolog, Double Strand Break Repair Nuclease","Protein Coding","39","GC11M096553","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11"
"SCG2","Secretogranin II","Protein Coding","39","GC02M223596","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCG2"
"SERPINB1","Serpin Family B Member 1","Protein Coding","39","GC06M002835","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB1"
"TSC22D3","TSC22 Domain Family Member 3","Protein Coding","39","GC0XM107713","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC22D3"
"ASIC3","Acid Sensing Ion Channel Subunit 3","Protein Coding","38","GC07P151048","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASIC3"
"C1D","C1D Nuclear Receptor Corepressor","Protein Coding","38","GC02M068041","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1D"
"CD53","CD53 Molecule","Protein Coding","38","GC01P110871","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD53"
"DSPP","Dentin Sialophosphoprotein","Protein Coding","38","GC04P087608","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSPP"
"FLT3LG","Fms Related Receptor Tyrosine Kinase 3 Ligand","Protein Coding","38","GC19P067098","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT3LG"
"LSM4","LSM4 Homolog, U6 Small Nuclear RNA And MRNA Degradation Associated","Protein Coding","38","GC19M018306","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM4"
"MAST3","Microtubule Associated Serine/Threonine Kinase 3","Protein Coding","38","GC19P066241","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAST3"
"MKKS","MKKS Centrosomal Shuttling Protein","Protein Coding","38","GC20M010424","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKKS"
"MT3","Metallothionein 3","Protein Coding","38","GC16P056589","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT3"
"NLRC5","NLR Family CARD Domain Containing 5","Protein Coding","38","GC16P057035","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRC5"
"OXA1L","OXA1L Mitochondrial Inner Membrane Protein","Protein Coding","38","GC14P022766","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXA1L"
"PMAIP1","Phorbol-12-Myristate-13-Acetate-Induced Protein 1","Protein Coding","38","GC18P059899","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMAIP1"
"AFF1","AF4/FMR2 Family Member 1","Protein Coding","37","GC04P086934","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF1"
"CHI3L2","Chitinase 3 Like 2","Protein Coding","37","GC01P111201","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHI3L2"
"CIRBP","Cold Inducible RNA Binding Protein","Protein Coding","37","GC19P001259","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIRBP"
"CKLF","Chemokine Like Factor","Protein Coding","37","GC16P066552","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKLF"
"IKZF2","IKAROS Family Zinc Finger 2","Protein Coding","37","GC02M213001","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKZF2"
"NTAN1","N-Terminal Asparagine Amidase","Protein Coding","37","GC16M015037","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTAN1"
"PDLIM2","PDZ And LIM Domain 2","Protein Coding","37","GC08P022578","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDLIM2"
"SNAPIN","SNAP Associated Protein","Protein Coding","37","GC01P153660","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAPIN"
"SULT1A3","Sulfotransferase Family 1A Member 3","Protein Coding","37","GC16P030199","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT1A3"
"ACKR1","Atypical Chemokine Receptor 1 (Duffy Blood Group)","Protein Coding","36","GC01P159203","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACKR1"
"CHST4","Carbohydrate Sulfotransferase 4","Protein Coding","36","GC16P072011","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHST4"
"CPQ","Carboxypeptidase Q","Protein Coding","36","GC08P096645","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPQ"
"DEFA3","Defensin Alpha 3","Protein Coding","36","GC08M007015","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFA3"
"ORM2","Orosomucoid 2","Protein Coding","36","GC09P114329","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORM2"
"STXBP6","Syntaxin Binding Protein 6","Protein Coding","36","GC14M024812","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP6"
"TRIM3","Tripartite Motif Containing 3","Protein Coding","35","GC11M006459","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM3"
"DERL3","Derlin 3","Protein Coding","34","GC22M023834","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DERL3"
"PPARGC1B","PPARG Coactivator 1 Beta","Protein Coding","34","GC05P149730","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARGC1B"
"MIR106B","MicroRNA 106b","RNA Gene","22","GC07M101892","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR106B"
"MIR192","MicroRNA 192","RNA Gene","22","GC11M064891","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR192"
"MIR214","MicroRNA 214","RNA Gene","22","GC01M172234","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR214"
"TUG1","Taurine Up-Regulated 1","Protein Coding","22","GC22P030969","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUG1"
"MIR26A1","MicroRNA 26a-1","RNA Gene","21","GC03P037969","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR26A1"
"MIR346","MicroRNA 346","RNA Gene","21","GC10M086264","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR346"
"MIR19A","MicroRNA 19a","RNA Gene","20","GC13P091554","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR19A"
"MIR92A1","MicroRNA 92a-1","RNA Gene","19","GC13P091558","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR92A1"
"MIR424","MicroRNA 424","RNA Gene","18","GC0XM134693","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR424"
"MIR766","MicroRNA 766","RNA Gene","18","GC0XM119646","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR766"
"MIR188","MicroRNA 188","RNA Gene","17","GC0XP050003","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR188"
"MIR498","MicroRNA 498","RNA Gene","17","GC19P067334","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR498"
"MIR421","MicroRNA 421","RNA Gene","16","GC0XM074218","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR421"
"MIR613","MicroRNA 613","RNA Gene","14","GC12P021342","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR613"
"MIR4701","MicroRNA 4701","RNA Gene","12","GC12M049616","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4701"
"MIR6089","MicroRNA 6089","RNA Gene","8","GC0XP002632","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6089"
"ST2","Suppression Of Tumorigenicity 2","Genetic Locus","7","GC11U990127","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST2"
"LOC102724971","Putative V-Set And Immunoglobulin Domain-Containing-Like Protein IGHV4OR15-8","Protein Coding","5","GC15M021742","1.05563545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC102724971"
"TSHR","Thyroid Stimulating Hormone Receptor","Protein Coding","45","GC14P080954","1.01328158378601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSHR"
"CPOX","Coproporphyrinogen Oxidase","Protein Coding","42","GC03M098576","1.01328158378601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPOX"
"SLPI","Secretory Leukocyte Peptidase Inhibitor","Protein Coding","39","GC20M045252","1.01328158378601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLPI"
"RHOD","Ras Homolog Family Member D","Protein Coding","37","GC11P070125","1.01328158378601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOD"
"AKT3","AKT Serine/Threonine Kinase 3","Protein Coding","51","GC01M243488","1.01220273971558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT3"
"SLC2A1","Solute Carrier Family 2 Member 1","Protein Coding","50","GC01M042925","1.01220273971558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A1"
"PTPN6","Protein Tyrosine Phosphatase Non-Receptor Type 6","Protein Coding","47","GC12P021091","1.01220273971558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN6"
"ACHE","Acetylcholinesterase (Cartwright Blood Group)","Protein Coding","44","GC07M100889","1.01220273971558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACHE"
"LIMK1","LIM Domain Kinase 1","Protein Coding","48","GC07P074082","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIMK1"
"PFKM","Phosphofructokinase, Muscle","Protein Coding","48","GC12P048105","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKM"
"POLH","DNA Polymerase Eta","Protein Coding","48","GC06P043576","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLH"
"RAD50","RAD50 Double Strand Break Repair Protein","Protein Coding","48","GC05P132556","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD50"
"GLS","Glutaminase","Protein Coding","47","GC02P190880","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLS"
"IFNAR2","Interferon Alpha And Beta Receptor Subunit 2","Protein Coding","47","GC21P033229","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNAR2"
"ESRRA","Estrogen Related Receptor Alpha","Protein Coding","46","GC11P064305","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESRRA"
"ITGA7","Integrin Subunit Alpha 7","Protein Coding","46","GC12M055684","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA7"
"LEF1","Lymphoid Enhancer Binding Factor 1","Protein Coding","46","GC04M108047","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEF1"
"TRPC3","Transient Receptor Potential Cation Channel Subfamily C Member 3","Protein Coding","46","GC04M121879","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC3"
"ZEB1","Zinc Finger E-Box Binding Homeobox 1","Protein Coding","46","GC10P031318","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZEB1"
"ABCD1","ATP Binding Cassette Subfamily D Member 1","Protein Coding","45","GC0XP153724","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCD1"
"FEN1","Flap Structure-Specific Endonuclease 1","Protein Coding","45","GC11P061793","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FEN1"
"GALT","Galactose-1-Phosphate Uridylyltransferase","Protein Coding","45","GC09P047114","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALT"
"HADH","Hydroxyacyl-CoA Dehydrogenase","Protein Coding","45","GC04P107989","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HADH"
"HCFC1","Host Cell Factor C1","Protein Coding","45","GC0XM153947","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCFC1"
"P4HA2","Prolyl 4-Hydroxylase Subunit Alpha 2","Protein Coding","45","GC05M132191","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HA2"
"ACTG2","Actin Gamma 2, Smooth Muscle","Protein Coding","44","GC02P073892","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTG2"
"AMT","Aminomethyltransferase","Protein Coding","44","GC03M051187","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMT"
"CCKAR","Cholecystokinin A Receptor","Protein Coding","44","GC04M026483","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCKAR"
"COX4I1","Cytochrome C Oxidase Subunit 4I1","Protein Coding","44","GC16P085798","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX4I1"
"FLNC","Filamin C","Protein Coding","44","GC07P128830","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNC"
"GAK","Cyclin G Associated Kinase","Protein Coding","44","GC04M000849","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAK"
"IFNAR1","Interferon Alpha And Beta Receptor Subunit 1","Protein Coding","44","GC21P033324","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNAR1"
"IL11RA","Interleukin 11 Receptor Subunit Alpha","Protein Coding","44","GC09P047112","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL11RA"
"KCNE1","Potassium Voltage-Gated Channel Subfamily E Regulatory Subunit 1","Protein Coding","44","GC21M034446","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNE1"
"KMT2A","Lysine Methyltransferase 2A","Protein Coding","44","GC11P118436","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2A"
"NR5A2","Nuclear Receptor Subfamily 5 Group A Member 2","Protein Coding","44","GC01P199996","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR5A2"
"PRDM16","PR/SET Domain 16","Protein Coding","44","GC01P003946","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM16"
"PSMA6","Proteasome 20S Subunit Alpha 6","Protein Coding","44","GC14P035278","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA6"
"TMPRSS6","Transmembrane Serine Protease 6","Protein Coding","44","GC22M057362","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS6"
"HSPA6","Heat Shock Protein Family A (Hsp70) Member 6","Protein Coding","43","GC01P161524","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA6"
"KIF23","Kinesin Family Member 23","Protein Coding","43","GC15P069414","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF23"
"PPIF","Peptidylprolyl Isomerase F","Protein Coding","43","GC10P092351","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIF"
"RNASET2","Ribonuclease T2","Protein Coding","43","GC06M166924","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASET2"
"SATB2","SATB Homeobox 2","Protein Coding","43","GC02M199269","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SATB2"
"STAMBP","STAM Binding Protein","Protein Coding","43","GC02P073828","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAMBP"
"AARS2","Alanyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","42","GC06M066237","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AARS2"
"ABCG1","ATP Binding Cassette Subfamily G Member 1","Protein Coding","42","GC21P042199","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG1"
"BEST1","Bestrophin 1","Protein Coding","42","GC11P061949","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BEST1"
"CDK12","Cyclin Dependent Kinase 12","Protein Coding","42","GC17P039461","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK12"
"CELF2","CUGBP Elav-Like Family Member 2","Protein Coding","42","GC10P010462","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF2"
"CTDP1","CTD Phosphatase Subunit 1","Protein Coding","42","GC18P079679","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTDP1"
"CUL5","Cullin 5","Protein Coding","42","GC11P108008","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL5"
"CYP2U1","Cytochrome P450 Family 2 Subfamily U Member 1","Protein Coding","42","GC04P107931","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2U1"
"GART","Phosphoribosylglycinamide Formyltransferase, Phosphoribosylglycinamide Synthetase, Phosphoribosylaminoimidazole Synthetase","Protein Coding","42","GC21M033503","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GART"
"GP1BB","Glycoprotein Ib Platelet Subunit Beta","Protein Coding","42","GC22P035810","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GP1BB"
"LZTR1","Leucine Zipper Like Transcription Regulator 1","Protein Coding","42","GC22P035893","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTR1"
"MAPKAPK5","MAPK Activated Protein Kinase 5","Protein Coding","42","GC12P111842","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAPK5"
"NDUFS4","NADH:Ubiquinone Oxidoreductase Subunit S4","Protein Coding","42","GC05P053560","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS4"
"TCF7","Transcription Factor 7","Protein Coding","42","GC05P134114","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7"
"TLE1","TLE Family Member 1, Transcriptional Corepressor","Protein Coding","42","GC09M081583","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLE1"
"TLE3","TLE Family Member 3, Transcriptional Corepressor","Protein Coding","42","GC15M070047","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLE3"
"AFF4","AF4/FMR2 Family Member 4","Protein Coding","41","GC05M132875","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF4"
"ARHGAP4","Rho GTPase Activating Protein 4","Protein Coding","41","GC0XM153907","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP4"
"BRAP","BRCA1 Associated Protein","Protein Coding","41","GC12M111642","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRAP"
"CDH6","Cadherin 6","Protein Coding","41","GC05P031193","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH6"
"CPA4","Carboxypeptidase A4","Protein Coding","41","GC07P130293","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPA4"
"CRB2","Crumbs Cell Polarity Complex Component 2","Protein Coding","41","GC09P123356","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRB2"
"DGKQ","Diacylglycerol Kinase Theta","Protein Coding","41","GC04M000958","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKQ"
"FOXF1","Forkhead Box F1","Protein Coding","41","GC16P086510","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXF1"
"GSTO2","Glutathione S-Transferase Omega 2","Protein Coding","41","GC10P104268","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTO2"
"GTF2IRD1","GTF2I Repeat Domain Containing 1","Protein Coding","41","GC07P075437","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2IRD1"
"IGSF3","Immunoglobulin Superfamily Member 3","Protein Coding","41","GC01M116574","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGSF3"
"IQGAP1","IQ Motif Containing GTPase Activating Protein 1","Protein Coding","41","GC15P090388","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQGAP1"
"LARP7","La Ribonucleoprotein 7, Transcriptional Regulator","Protein Coding","41","GC04P112636","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARP7"
"MOGS","Mannosyl-Oligosaccharide Glucosidase","Protein Coding","41","GC02M074461","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOGS"
"NEUROD2","Neuronal Differentiation 2","Protein Coding","41","GC17M039603","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROD2"
"RCAN1","Regulator Of Calcineurin 1","Protein Coding","41","GC21M034513","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCAN1"
"SLC22A7","Solute Carrier Family 22 Member 7","Protein Coding","41","GC06P083920","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A7"
"SLC4A7","Solute Carrier Family 4 Member 7","Protein Coding","41","GC03M027372","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A7"
"SON","SON DNA And RNA Binding Protein","Protein Coding","41","GC21P033542","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SON"
"TBX1","T-Box Transcription Factor 1","Protein Coding","41","GC22P035812","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX1"
"VANGL2","VANGL Planar Cell Polarity Protein 2","Protein Coding","41","GC01P160400","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VANGL2"
"VPS11","VPS11 Core Subunit Of CORVET And HOPS Complexes","Protein Coding","41","GC11P119067","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS11"
"ZFP36L1","ZFP36 Ring Finger Protein Like 1","Protein Coding","41","GC14M068787","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP36L1"
"ZMIZ1","Zinc Finger MIZ-Type Containing 1","Protein Coding","41","GC10P079068","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMIZ1"
"ALPK1","Alpha Kinase 1","Protein Coding","40","GC04P112285","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPK1"
"AP4B1","Adaptor Related Protein Complex 4 Subunit Beta 1","Protein Coding","40","GC01M113894","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP4B1"
"APEH","Acylaminoacyl-Peptide Hydrolase","Protein Coding","40","GC03P049673","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APEH"
"ATP6V1F","ATPase H+ Transporting V1 Subunit F","Protein Coding","40","GC07P128862","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1F"
"BACE2","Beta-Secretase 2","Protein Coding","40","GC21P041168","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BACE2"
"CACNG3","Calcium Voltage-Gated Channel Auxiliary Subunit Gamma 3","Protein Coding","40","GC16P024309","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNG3"
"DGCR8","DGCR8 Microprocessor Complex Subunit","Protein Coding","40","GC22P020080","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGCR8"
"DNMT3L","DNA Methyltransferase 3 Like","Protein Coding","40","GC21M044246","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3L"
"GPC5","Glypican 5","Protein Coding","40","GC13P091398","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC5"
